# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-t" "exon" "-O" "-g" "Parent" "-a" "/scratch/ys33815/endo6_38/b73bam/Zm-B73-REFERENCE-NAM-5.0_Zm00001eb.1.gff3" "-o" "../endo6_38_counts_dec.txt" "SRR1169626Aligned.sortedByCoord.out.bam" "SRR1169633Aligned.sortedByCoord.out.bam" "SRR1169641Aligned.sortedByCoord.out.bam" "SRR1169627Aligned.sortedByCoord.out.bam" "SRR1169634Aligned.sortedByCoord.out.bam" "SRR1169642Aligned.sortedByCoord.out.bam" "SRR1169628Aligned.sortedByCoord.out.bam" "SRR1169635Aligned.sortedByCoord.out.bam" "SRR1169643Aligned.sortedByCoord.out.bam" "SRR1169629Aligned.sortedByCoord.out.bam" "SRR1169636Aligned.sortedByCoord.out.bam" "SRR1169644Aligned.sortedByCoord.out.bam" "SRR1169630Aligned.sortedByCoord.out.bam" "SRR1169637Aligned.sortedByCoord.out.bam" "SRR1169645Aligned.sortedByCoord.out.bam" "SRR1169631Aligned.sortedByCoord.out.bam" "SRR1169639Aligned.sortedByCoord.out.bam" "SRR1169646Aligned.sortedByCoord.out.bam" "SRR1169632Aligned.sortedByCoord.out.bam" "SRR1169640Aligned.sortedByCoord.out.bam" "SRR1169647Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1169626Aligned.sortedByCoord.out.bam	SRR1169633Aligned.sortedByCoord.out.bam	SRR1169641Aligned.sortedByCoord.out.bam	SRR1169627Aligned.sortedByCoord.out.bam	SRR1169634Aligned.sortedByCoord.out.bam	SRR1169642Aligned.sortedByCoord.out.bam	SRR1169628Aligned.sortedByCoord.out.bam	SRR1169635Aligned.sortedByCoord.out.bam	SRR1169643Aligned.sortedByCoord.out.bam	SRR1169629Aligned.sortedByCoord.out.bam	SRR1169636Aligned.sortedByCoord.out.bam	SRR1169644Aligned.sortedByCoord.out.bam	SRR1169630Aligned.sortedByCoord.out.bam	SRR1169637Aligned.sortedByCoord.out.bam	SRR1169645Aligned.sortedByCoord.out.bam	SRR1169631Aligned.sortedByCoord.out.bam	SRR1169639Aligned.sortedByCoord.out.bam	SRR1169646Aligned.sortedByCoord.out.bam	SRR1169632Aligned.sortedByCoord.out.bam	SRR1169640Aligned.sortedByCoord.out.bam	SRR1169647Aligned.sortedByCoord.out.bam
Zm00001eb267200_T002	chr6;chr6;chr6;chr6	48309276;48309593;48309800;48310344	48309452;48309709;48310220;48310963	+;+;+;+	1335	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267200_T001	chr6;chr6;chr6;chr6;chr6	48308926;48309390;48309593;48309800;48310344	48309228;48309452;48309709;48310220;48310963	+;+;+;+;+	1524	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267210_T001	chr6;chr6;chr6;chr6	48592102;48592738;48593229;48593485	48592415;48593116;48593390;48593939	+;+;+;+	1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267210_T002	chr6;chr6;chr6;chr6;chr6	48592320;48592520;48592738;48593229;48593485	48592415;48592582;48593116;48593390;48593939	+;+;+;+;+	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267220_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	48615368;48615719;48616009;48616181;48616385;48616807;48616973;48617266;48617433	48615633;48615922;48616101;48616295;48616720;48616899;48617044;48617352;48617489	+;+;+;+;+;+;+;+;+	1323	99	42	0	67	55	10	92	8	23	21	16	39	8	17	37	19	11	20	8	7	38
Zm00001eb267220_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	48613996;48614869;48615200;48615368;48615719;48616009;48616200;48616385;48616807;48616973;48617266;48617433;48617569;48617716;48617871;48618602;48618924	48614322;48615042;48615289;48615633;48615922;48616101;48616295;48616720;48616899;48617044;48617352;48617489;48617628;48617775;48617927;48618838;48619176	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2562	164	55	6	107	88	20	153	17	51	43	30	71	12	23	78	26	26	53	11	14	87
Zm00001eb267230_T002	chr6;chr6;chr6;chr6;chr6	48947619;48948259;48948450;48949497;48949761	48947932;48948321;48948822;48949658;48950409	+;+;+;+;+	1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Zm00001eb267230_T001	chr6;chr6;chr6;chr6	48947512;48948259;48948450;48949497	48947932;48948321;48948822;48950455	+;+;+;+	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Zm00001eb267240_T001	chr6;chr6;chr6;chr6;chr6;chr6	49045799;49047211;49047699;49048838;49049380;49050081	49046285;49047341;49047816;49049012;49049628;49050360	+;+;+;+;+;+	1440	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267250_T001	chr6;chr6;chr6	49170146;49172813;49173076	49170450;49172959;49173103	-;-;-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zm00001eb267260_T001	chr6;chr6;chr6;chr6;chr6	49174348;49174758;49175676;49176152;49176806	49174641;49175371;49176069;49176221;49177349	-;-;-;-;-	1916	4567	3910	666	3068	3910	1244	5223	982	2344	3302	3453	2410	2041	1939	2037	2657	2847	1465	1584	1912	1725
Zm00001eb267260_T002	chr6;chr6;chr6;chr6;chr6	49174287;49174758;49175676;49176152;49176806	49174641;49175371;49176069;49176224;49177023	-;-;-;-;-	1654	4559	3921	666	3067	3910	1248	5226	982	2348	3303	3448	2409	2041	1943	2025	2647	2849	1461	1583	1908	1724
Zm00001eb267270_T001	chr6;chr6;chr6;chr6;chr6;chr6	49177006;49177762;49178179;49178799;49179191;49179812	49177318;49177848;49178275;49179099;49179245;49180315	+;+;+;+;+;+	1357	96	83	14	97	94	36	147	28	63	76	107	61	24	66	90	89	56	90	25	47	113
Zm00001eb267280_T001	chr6;chr6;chr6;chr6;chr6;chr6	49290181;49290758;49291715;49292201;49292629;49293010	49290643;49291371;49292108;49292270;49292729;49293198	-;-;-;-;-;-	1831	4378	1748	341	2630	1965	430	3736	394	968	1930	1875	1004	1331	1194	821	1699	1442	648	848	1151	1006
Zm00001eb267280_T002	chr6;chr6;chr6;chr6;chr6	49290415;49290758;49291715;49292201;49293010	49290643;49291371;49292108;49292270;49293198	-;-;-;-;-	1496	4374	1744	341	2628	1958	428	3732	392	964	1930	1872	1004	1329	1193	820	1691	1435	648	848	1148	1003
Zm00001eb267290_T001	chr6;chr6;chr6;chr6;chr6;chr6	49521590;49523500;49523695;49525524;49526011;49526984	49521872;49523619;49525438;49525670;49526558;49527519	+;+;+;+;+;+	3378	173	441	56	145	469	115	547	156	201	300	257	252	150	194	213	333	200	151	153	170	219
Zm00001eb267290_T002	chr6;chr6;chr6;chr6;chr6	49521590;49523500;49525524;49526011;49526984	49521872;49525438;49525670;49526558;49527519	+;+;+;+;+	3453	173	441	56	145	469	115	547	156	201	300	257	252	150	194	213	333	200	151	153	170	219
Zm00001eb267300_T001	chr6;chr6;chr6;chr6	49714152;49714900;49715175;49715669	49714245;49715069;49715366;49716346	-;-;-;-	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267310_T001	chr6;chr6	49716386;49716773	49716648;49717319	-;-	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267320_T001	chr6;chr6	49803019;49803624	49803523;49804549	+;+	1431	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267340_T001	chr6;chr6;chr6;chr6	49843036;49844015;49844339;49849795	49843220;49844249;49844617;49849989	+;+;+;+	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267350_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50069014;50070125;50070850;50071145;50071976;50072156;50072307;50072486;50072710;50073989;50074763;50074923;50075296;50075646;50075769	50069491;50070426;50071026;50071891;50072070;50072218;50072395;50072584;50073372;50074063;50074833;50074980;50075500;50075696;50076549	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3954	543	629	117	334	663	233	478	172	426	296	471	455	145	295	363	519	437	281	219	219	345
Zm00001eb267350_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50068701;50069278;50070125;50070850;50071145;50071976;50072156;50072307;50072486;50072710;50073989;50074763;50074923;50075296;50075646;50075769	50069172;50069491;50070426;50071026;50071891;50072070;50072218;50072395;50072584;50073372;50074063;50074833;50074980;50075500;50075696;50076600	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4213	558	651	118	335	682	240	486	178	435	304	482	462	148	317	371	530	440	290	222	223	361
Zm00001eb267360_T001	chr6;chr6;chr6;chr6	50468893;50469298;50469662;50470222	50469123;50469422;50469744;50470316	-;-;-;-	534	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Zm00001eb267370_T001	chr6;chr6;chr6;chr6;chr6	50537427;50537745;50538109;50538340;50538475	50537570;50537869;50538191;50538390;50538500	-;-;-;-;-	429	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267380_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6	50580143;50581303;50581977;50582254;50582525;50582936;50583311	50581132;50581469;50582166;50582322;50582726;50583174;50584120	-;-;-;-;-;-;-	2667	271	272	78	162	330	111	344	79	212	176	228	304	87	204	224	252	279	245	83	128	317
Zm00001eb267390_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50592243;50592777;50592920;50593124;50593282;50593433;50593633;50593809;50593979;50594118;50595201;50595674	50592555;50592823;50593036;50593198;50593350;50593464;50593711;50593850;50594030;50594197;50595568;50596175	-;-;-;-;-;-;-;-;-;-;-;-	1776	74	19	2	33	11	11	13	7	12	18	10	8	3	9	14	18	22	5	10	11	7
Zm00001eb267390_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50592243;50592777;50592920;50593124;50593282;50593433;50593633;50593809;50593979;50594118;50595204;50595674	50592555;50592827;50593036;50593198;50593350;50593464;50593711;50593850;50594030;50594197;50595568;50596175	-;-;-;-;-;-;-;-;-;-;-;-	1777	74	20	2	33	11	11	13	7	12	18	10	8	3	9	14	18	22	5	10	11	7
Zm00001eb267390_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50592243;50592677;50592920;50593124;50593282;50593433;50593633;50593809;50593979;50594118;50595201;50595674	50592555;50592827;50593036;50593198;50593350;50593464;50593711;50593850;50594030;50594197;50595568;50596175	-;-;-;-;-;-;-;-;-;-;-;-	1880	74	20	2	33	11	11	13	7	12	18	10	8	3	9	14	18	22	5	10	11	7
Zm00001eb267390_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50592243;50592777;50592920;50593124;50593282;50593433;50593633;50593809;50593979;50594118;50595201;50595674	50592555;50592827;50593036;50593198;50593350;50593464;50593711;50593850;50594030;50594197;50595568;50596175	-;-;-;-;-;-;-;-;-;-;-;-	1780	74	20	2	33	11	11	13	7	12	18	10	8	3	9	14	18	22	5	10	11	7
Zm00001eb267400_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50709668;50710057;50710515;50710812;50710987;50711503;50711816;50712232;50712915;50713647;50713850	50709716;50710201;50710600;50710857;50711008;50711575;50711879;50712353;50712992;50713741;50713945	-;-;-;-;-;-;-;-;-;-;-	876	0	8	0	2	4	0	2	5	2	1	1	0	1	5	0	9	0	0	0	0	9
Zm00001eb267410_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50723900;50724111;50724261;50724490;50725461;50725771;50726310;50727197	50724021;50724183;50724339;50724537;50725532;50725926;50726413;50727397	+;+;+;+;+;+;+;+	855	28	527	108	27	836	321	236	219	358	452	484	543	105	385	436	556	443	387	183	223	725
Zm00001eb267410_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	50723826;50724111;50724292;50724490;50725461;50725771;50726310;50727197	50724021;50724183;50724339;50724537;50725532;50725926;50726413;50727589	+;+;+;+;+;+;+;+	1090	31	527	108	27	840	325	236	219	358	454	487	543	105	388	436	557	445	398	183	224	746
Zm00001eb267420_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6	50730749;50731291;50731471;50731641;50731738;50731906;50732377	50730832;50731365;50731532;50731649;50731752;50731950;50732410	-;-;-;-;-;-;-	324	0	3	0	1	2	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0
Zm00001eb267430_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51072757;51074459;51075325;51075626;51075852;51076165;51076359;51076550;51076824;51077227;51077433;51078733;51078946;51079189;51079390;51079627;51079838;51079978;51080130;51080357;51080514;51080694;51080826;51081258	51073378;51075247;51075545;51075768;51075985;51076274;51076465;51076688;51076940;51077334;51077504;51078855;51079111;51079313;51079527;51079769;51079900;51080041;51080265;51080430;51080608;51080725;51081114;51081425	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4178	1419	1744	320	988	2004	448	2852	579	1055	1831	1158	1051	863	1099	987	2767	1391	784	767	858	759
Zm00001eb267430_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51072940;51074441;51075325;51075619;51075852;51076165;51076359;51076550;51076824;51077227;51077433;51078118;51078733;51078946;51079189;51079390;51079627;51079838;51079978;51080108;51080357;51080514;51080694;51080826	51073055;51075247;51075545;51075768;51075985;51076274;51076465;51076688;51076940;51077334;51077504;51078184;51078855;51079111;51079313;51079527;51079769;51079900;51080041;51080265;51080430;51080608;51080725;51081148	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3652	1413	1743	320	985	2002	454	2845	575	1046	1826	1146	1048	862	1096	987	2758	1391	781	769	857	759
Zm00001eb267430_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51072940;51074441;51074750;51075325;51075619;51075852;51076165;51076359;51076550;51076824;51077227;51077433;51078118;51078733;51078946;51079189;51079390;51079627;51079838;51079978;51080108;51080357;51080514;51080694;51080826	51073055;51074596;51075247;51075545;51075768;51075985;51076274;51076465;51076688;51076940;51077334;51077504;51078184;51078855;51079111;51079313;51079527;51079769;51079900;51080041;51080265;51080430;51080608;51080725;51081148	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3499	1413	1743	320	985	2000	454	2843	575	1046	1826	1146	1048	862	1096	987	2758	1391	781	769	856	757
Zm00001eb267430_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51072757;51074459;51075325;51075619;51075852;51076165;51076359;51076550;51076824;51077227;51077433;51078733;51078946;51079189;51079390;51079627;51079838;51079978;51080130;51080357;51080514;51080694;51080826	51073055;51075247;51075545;51075768;51075985;51076274;51076465;51076688;51076940;51077334;51077504;51078855;51079111;51079313;51079527;51079769;51079900;51080041;51080265;51080430;51080608;51080725;51081425	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4005	1419	1747	320	989	2005	452	2854	574	1057	1832	1158	1049	861	1099	987	2764	1395	784	769	857	759
Zm00001eb267450_T001	chr6;chr6;chr6	51221850;51222013;51222913	51221867;51222224;51222997	+;+;+	315	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zm00001eb267460_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51610812;51611350;51611497;51611713;51613276;51613552;51613800;51614033	51611005;51611417;51611560;51611784;51613409;51613702;51613947;51614449	+;+;+;+;+;+;+;+	1248	171	153	43	112	261	85	247	62	134	140	159	189	59	125	135	233	117	74	75	82	31
Zm00001eb267460_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51610812;51611350;51611497;51611713;51613276;51613552;51613800;51614033	51611005;51611417;51611560;51611784;51613409;51613702;51613910;51614401	+;+;+;+;+;+;+;+	1163	171	153	43	112	261	85	247	62	134	140	159	189	59	125	135	233	117	74	75	82	31
Zm00001eb267470_T001	chr6;chr6;chr6;chr6;chr6;chr6	51614546;51615059;51615668;51616178;51616374;51616571	51614979;51615138;51615897;51616299;51616487;51617086	+;+;+;+;+;+	1496	1415	539	116	836	607	197	1590	124	305	583	476	334	362	473	300	683	460	261	229	348	409
Zm00001eb267480_T001	chr6	51643650	51644863	-	1214	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267500_T001	chr6	51905738	51907194	+	1457	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Zm00001eb267510_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	51973487;51973873;51974210;51975110;51975351;51975534;51975725;51976467;51976792;51976933;51977346;51977573;51978614;51979514;51981977;51982806;51983048	51973770;51974043;51974299;51975221;51975419;51975589;51975989;51976515;51976864;51977202;51977487;51977769;51978889;51981841;51982221;51982966;51984389	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6130	799	262	49	578	348	97	969	109	180	357	289	178	134	175	261	434	235	215	121	130	375
Zm00001eb267520_T001	chr6	51974278	51975133	+	856	42	41	7	39	40	6	60	15	25	28	25	29	17	19	30	45	26	20	13	17	33
Zm00001eb267550_T001	chr6	52344445	52344657	-	213	1	0	0	4	0	0	0	0	0	1	0	0	0	1	0	3	0	2	0	0	15
Zm00001eb267560_T001	chr6	52344452	52344843	+	392	1	0	0	5	0	1	0	0	0	1	0	0	0	1	1	3	0	2	0	0	15
Zm00001eb267570_T001	chr6	52387328	52388325	-	998	81	594165	109828	790	490494	184031	314983	170423	321298	182999	400781	123888	90140	428668	84486	695479	355332	89838	99387	154259	9485
Zm00001eb267580_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6	52388671;52389260;52389424;52390292;52390486;52391244;52391535	52389123;52389345;52389478;52390380;52390636;52391423;52391688	-;-;-;-;-;-;-	1168	1037	560	107	515	488	251	1753	168	448	810	387	520	449	386	391	591	484	663	269	253	889
Zm00001eb267590_T002	chr6;chr6;chr6;chr6;chr6;chr6	52420716;52421111;52421369;52421530;52424451;52424686	52420947;52421222;52421440;52421623;52424602;52424962	-;-;-;-;-;-	939	323	452	100	214	503	217	437	148	402	327	336	400	167	291	366	416	388	298	137	183	455
Zm00001eb267590_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6	52419922;52420811;52421111;52421369;52421530;52424451;52424686	52420301;52420947;52421222;52421440;52421623;52424602;52424962	-;-;-;-;-;-;-	1224	343	515	109	237	542	269	467	163	462	353	395	436	182	313	379	440	435	336	150	197	534
Zm00001eb267600_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52589024;52589718;52590743;52591067;52591839;52592304;52592804;52594100;52594297;52595128;52595296;52595918;52596617;52596782;52596960;52597226	52589619;52589813;52590978;52591115;52592162;52592701;52592962;52594216;52594448;52595207;52595688;52596512;52596701;52596850;52597139;52598844	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5148	444	218	158	316	480	547	886	113	569	161	334	709	129	229	426	141	354	197	81	165	132
Zm00001eb267600_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52590582;52591067;52591839;52592304;52592804;52594100;52594297;52595128;52595296;52595918;52596617;52596782;52596960;52597226	52590978;52591115;52592162;52592701;52592962;52594216;52594448;52595207;52595688;52596512;52596701;52596850;52597139;52598844	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4617	441	222	159	315	481	546	883	114	562	159	334	701	128	225	422	140	355	191	81	165	127
Zm00001eb267600_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52589459;52589724;52590740;52591067;52591839;52592304;52592804;52594100;52594297;52595128;52595296;52595918;52596617;52596782;52596960;52597226	52589619;52589813;52590978;52591115;52592162;52592701;52592962;52594216;52594448;52595207;52595688;52596512;52596701;52596850;52597139;52598844	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4710	444	218	158	316	476	547	886	112	560	158	334	706	128	229	424	137	353	196	80	165	129
Zm00001eb267600_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52589506;52589718;52590743;52591067;52591839;52592307;52592804;52594100;52594297;52595128;52595296;52595918;52596617;52596782;52596960;52597226	52589619;52589813;52590978;52591115;52592162;52592701;52592962;52594216;52594448;52595207;52595688;52596512;52596701;52596850;52597139;52598844	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4663	444	218	158	316	475	547	886	112	560	158	334	706	128	228	424	137	353	196	80	165	129
Zm00001eb267610_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52597263;52598977;52599295;52599505;52599708;52599896;52600200;52600428;52601440	52598884;52599191;52599433;52599607;52599772;52599995;52600325;52600960;52602126	-;-;-;-;-;-;-;-;-	3590	794	293	75	564	310	151	1423	52	214	143	340	139	196	245	97	116	294	41	45	147	12
Zm00001eb267610_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52597263;52598201;52598977;52599295;52599708;52599896;52600200;52600428;52601440	52598065;52598884;52599191;52599607;52599772;52599995;52600325;52600960;52602126	-;-;-;-;-;-;-;-;-	3526	794	293	75	564	310	151	1420	52	214	143	340	139	196	245	97	116	294	41	45	147	12
Zm00001eb267610_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	52597777;52598977;52599295;52599708;52599896;52600200;52600428;52601440	52598884;52599191;52599607;52599772;52599995;52600325;52600960;52602126	-;-;-;-;-;-;-;-	3147	783	278	46	558	287	49	1415	33	139	133	324	28	194	229	18	95	259	19	37	138	2
Zm00001eb267620_T002	chr6;chr6;chr6;chr6	52602441;52603260;52604210;52604392	52602542;52603481;52604270;52604960	+;+;+;+	954	112	182	30	81	194	37	191	36	117	150	163	67	69	100	49	162	124	86	142	74	83
Zm00001eb267620_T001	chr6;chr6;chr6;chr6	52602438;52603260;52604161;52604392	52602542;52603481;52604270;52605032	+;+;+;+	1078	113	182	30	81	194	37	192	37	117	150	163	69	69	101	49	162	125	86	142	74	83
Zm00001eb267630_T001	chr6;chr6	52605100;52606040	52605944;52606565	-;-	1371	0	35	18	0	45	74	0	25	66	3	31	21	3	22	27	13	39	19	6	16	21
Zm00001eb267640_T001	chr6;chr6	52826145;52826936	52826785;52828055	+;+	1761	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267650_T001	chr6;chr6	53123474;53123987	53123876;53124445	+;+	862	372	325	80	161	268	115	485	66	133	129	207	169	83	138	66	420	131	166	84	113	214
Zm00001eb267660_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53126619;53128073;53128337;53128537;53128891;53129081;53129230;53129372;53129563	53126773;53128233;53128436;53128803;53128968;53129147;53129279;53129471;53129792	+;+;+;+;+;+;+;+;+	1208	16	2	4	8	5	2	18	2	0	7	5	5	0	3	3	4	9	4	2	4	4
Zm00001eb267670_T001	chr6;chr6	53162439;53162540	53162456;53163784	+;+	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0
Zm00001eb267680_T006	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53163975;53164849;53166102;53166265;53166401;53166589;53166851;53167103;53167363;53167521;53167854	53164749;53164896;53166175;53166307;53166432;53166759;53167034;53167269;53167408;53167732;53168024	-;-;-;-;-;-;-;-;-;-;-	1923	934	1263	332	611	1578	747	1083	293	1160	700	883	1736	351	598	1286	1102	889	1416	412	445	2181
Zm00001eb267680_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53163975;53164849;53166102;53166265;53166401;53166589;53166851;53167103;53167363;53167521;53167854	53164749;53164893;53166175;53166307;53166432;53166759;53167034;53167269;53167408;53167732;53168024	-;-;-;-;-;-;-;-;-;-;-	1920	934	1263	332	611	1575	747	1083	293	1160	700	883	1736	351	598	1286	1102	889	1416	412	445	2181
Zm00001eb267680_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53163975;53164849;53166102;53166265;53166401;53166589;53166851;53167103;53167363;53167521;53167854	53164749;53164896;53166172;53166307;53166432;53166759;53167034;53167269;53167408;53167732;53168024	-;-;-;-;-;-;-;-;-;-;-	1920	934	1263	332	611	1578	747	1083	293	1160	700	883	1736	351	598	1286	1102	889	1416	412	445	2181
Zm00001eb267680_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53163743;53164849;53166102;53166265;53166401;53166589;53166851;53167103;53167363;53167521;53167854	53164749;53164893;53166172;53166307;53166432;53166759;53167034;53167269;53167408;53167729;53168053	-;-;-;-;-;-;-;-;-;-;-	2175	934	1263	332	611	1575	747	1083	293	1160	700	883	1736	351	598	1286	1102	889	1416	412	445	2181
Zm00001eb267680_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53163975;53164849;53166102;53166265;53166401;53166589;53166851;53167103;53167363;53167521;53167854	53164749;53164893;53166172;53166307;53166432;53166759;53167034;53167269;53167408;53167732;53168024	-;-;-;-;-;-;-;-;-;-;-	1917	934	1263	332	611	1575	747	1083	293	1160	700	883	1736	351	598	1286	1102	889	1416	412	445	2181
Zm00001eb267680_T005	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53163975;53164849;53166102;53166265;53166401;53166589;53166851;53167170;53167363;53167521;53167854	53164749;53164896;53166172;53166307;53166432;53166759;53167017;53167269;53167408;53167732;53168024	-;-;-;-;-;-;-;-;-;-;-	1836	934	1263	332	611	1578	747	1083	293	1160	700	883	1736	351	598	1286	1102	889	1416	412	445	2181
Zm00001eb267690_T001	chr6	53290660	53291175	-	516	1	0	0	1	2	6	0	0	6	0	3	19	0	1	5	0	0	25	1	1	58
